# 200  listings in All Downtown or All Midtown  																										
URI	Unit Type	Price	Status	Neighborhood	Level One Area	Level Two Area	Address	Unit	City	ZIP	State	Building	Sqft	Bedrooms	Baths	Total Rooms	Maintenance	Taxes	Created At	Closed At	Days on Market	Source	Listing Agent Names	Closing Price	Tax Abatement Type	Tax Abatement Expiration
http://streeteasy.com/rental/1506303	Rental Unit	2017	Current	Midtown West	Manhattan	All Midtown	410 West 36th Street	#5RE	Manhattan	10018	NY	410 West 36th Street in Midtown West		1	1	3			9-Apr-15		0	Bold New York	Gregory Tessar			
http://streeteasy.com/rental/1506302	Rental Unit	2650	Current	Soho	Manhattan	All Downtown	137 THOMPSON ST.	#8	Manhattan	10012	NY	137 Thompson Street in Soho		1	1	0			9-Apr-15		0	Bapple	Deanna Benfante			
http://streeteasy.com/rental/1506300	Rental Unit	2200	Current	Midtown West	Manhattan	All Midtown	319 West 42nd Street	#5R	Manhattan	10036	NY	319 West 42nd Street in Midtown West		1	1	3			9-Apr-15		0	"Shelli Scrimale, Licensed Real Estate Broker"	Shelli Scrimale			
http://streeteasy.com/rental/1506301	Rental Unit	8400	Current	Soho	Manhattan	All Downtown	125 Grand Street	#2W	Manhattan	10013	NY	127 Grand Street in Soho		2	2	5			9-Apr-15		0	"Shelli Scrimale, Licensed Real Estate Broker"	Shelli Scrimale			
http://streeteasy.com/rental/1506297	Rental Unit	5995	Current	West Village	Manhattan	All Downtown	59 Christopher	#5D	Manhattan	10014	NY	59 Christopher Street in West Village		2	2				9-Apr-15		0	New York is Home	Jeffrey Carlson			
http://streeteasy.com/rental/1506285	Rental Unit	3045	Current	East Village	Manhattan	All Downtown	255 East 3rd St	#8	Manhattan	10009	NY	274 East 4th Street in East Village		2	1				9-Apr-15		0	Picture Realty Inc.	Sabrina			
http://streeteasy.com/rental/1506283	Rental Unit	2450	Current	Lower East Side	Manhattan	All Downtown	175 Ludlow Street	#7	Manhattan	10002	NY	175 Ludlow Street in Lower East Side		1	1				9-Apr-15		0	Town Residential	Mark Blackwell and Joe Messina			
http://streeteasy.com/rental/1506278	Condo	21500	Current	Midtown	Manhattan	All Midtown	15 WEST 53RD STREET	#20A	Manhattan	10019	NY	Museum Tower at 15 West 53rd Street in Midtown	2248	2	2	5			9-Apr-15		0	Brown Harris Stevens	Corinne Vitale and Linda De Luca			
http://streeteasy.com/rental/1506274	Condo	4000	Current	West Chelsea	Manhattan	All Downtown	540 West 28th Street	#8J	Manhattan	10001	NY	+art at 540 West 28th Street in West Chelsea	716	1	1	3			9-Apr-15		0	Douglas Elliman	Rachel Altschuler and Nadia Bartolucci		A4-421A	2021
http://streeteasy.com/rental/1506270	Condo	2850	Current	Sutton Place	Manhattan	All Midtown	400 E 57th Street	#16H	Manhattan	10022	NY	Stonehenge 57 at 400 East 57th Street in Sutton Place		0	1				9-Apr-15		0	BARNETT MAGGIE M	jeff@padspin.com			
http://streeteasy.com/rental/1506249	Rental Unit	3300	Current	Chelsea	Manhattan	All Downtown	242 West 21st Street	#1B	Manhattan	10011	NY	242 West 21st Street in Chelsea		1	1				9-Apr-15		0	Citi Habitats	Carla Kupiec and David Moody			
http://streeteasy.com/rental/1506246	Rental Unit	2200	Current	Two Bridges	Manhattan	All Downtown	181 E BROADWAY	#2D	Manhattan	10002	NY	181 East Broadway in Two Bridges	400	1	1	3			9-Apr-15		0	E Property Group	Jan Sasson			
http://streeteasy.com/rental/1506236	Multi-family	5800	Current	East Village	Manhattan	All Downtown	512 E11	#2	Manhattan	10009	NY	512 East 11th Street in East Village		4	2				9-Apr-15		0	Picture Realty Inc.	Sabrina			
http://streeteasy.com/rental/1506234	Condo	5900	Current	Chinatown	Manhattan	All Downtown	177 canal	#3FL	Manhattan	10013	NY	177 Canal Street in Chinatown	1350	1	2	4			9-Apr-15		0	Nolita Group	"Israel Oved, Nir Nicky Gilboa and Nolita Group"			
http://streeteasy.com/rental/1506224	Rental Unit	2225	Current	Soho	Manhattan	All Downtown	67 Thompson	#5B	Manhattan	10012	NY	67 Thompson Street in Soho		0	1				9-Apr-15		0	Waverly Realty Associates	Laura Zente			
http://streeteasy.com/rental/1506223	Rental Unit	2495	Current	Midtown	Manhattan	All Midtown	230 West 55th St	#16H	Manhattan	10019	NY	La Premiere at 230 West 55th Street in Midtown		0	1				9-Apr-15		0	BARNETT MAGGIE M	jeff@padspin.com			
http://streeteasy.com/rental/1506219	Rental Unit	9000	Current	Lower East Side	Manhattan	All Downtown	66 Delancey St	#3	Manhattan	10002	NY	113 Allen Street in Lower East Side		3	1				9-Apr-15		0	Compass	Udi Eliasi			
http://streeteasy.com/rental/1506217	Rental Unit	3080	Current	Financial District	Manhattan	All Downtown	95 Wall Street	#1421	Manhattan	10005	NY	95 Wall Street in Financial District	557	0	1				9-Apr-15		0	UDR	Joshua Levine			
http://streeteasy.com/rental/1506216	Rental Unit	2935	Current	Midtown West	Manhattan	All Midtown	550 West 54th Street	#1115	Manhattan	10019	NY	Whitehall Ferry Terminal at 550 West 54th Street in Midtown West	414	0	1				9-Apr-15		0	Two Trees	Ria Hutson			
http://streeteasy.com/rental/1506202	Rental Unit	2650	Current	Midtown West	Manhattan	All Midtown	696 10th Ave	#4A	Manhattan	10019	NY	696 Tenth Avenue in Midtown West	825	1	1	3			9-Apr-15		0	Charie Properties	Paul Crisci			
http://streeteasy.com/rental/1506192	Condo	1895	Current	Two Bridges	Manhattan	All Downtown	17 pike street 3b	#3B	Manhattan	10002	NY	17 Pike Street in Two Bridges		1	1				9-Apr-15		0	"One Eleven Residential, Inc."	Tal Mucktar-Barnes			
http://streeteasy.com/rental/1506181	Rental Unit	3800	Current	West Village	Manhattan	All Downtown	110 Bank Street	#2F	Manhattan	10014	NY	110 Bank Street in West Village		1.5	1	3.5			9-Apr-15		0	Cohen Smith Chang LLC	David Cohen			
http://streeteasy.com/rental/1506177	Rental Unit	2325	Current	Kips Bay	Manhattan	All Midtown	207 East 27th Street	#3F	Manhattan	10016	NY	207 East 27th Street in Kips Bay		0	1				9-Apr-15		0	Abington	Abington Leasing			
http://streeteasy.com/rental/1506176	Condo	4700	Current	Midtown	Manhattan	All Midtown	135 west 42 street 	#12	Manhattan	10036	NY	135 West 42nd Street in Midtown		3	2				9-Apr-15		0	Manhattan Dwelling Corp	Manhattan Dwelling			
http://streeteasy.com/rental/1506165	Rental Unit	2400	Current	Gramercy Park	Manhattan	All Downtown	332 East 19th Street	#1506A	Manhattan	10003	NY	332 East 19th Street in Gramercy Park		1.5	1				9-Apr-15		0	"Kiess Realty, LLC"	Leasing Director			
http://streeteasy.com/rental/1506163	Rental Unit	2450	Current	Lower East Side	Manhattan	All Downtown	122 Allen Street	#6A	Manhattan	10002	NY	121 Orchard Street in Lower East Side		1	0				9-Apr-15		0	Misrahi Realty	Tijana Masic			
http://streeteasy.com/rental/1506144	Condo	3300	Current	Midtown East	Manhattan	All Midtown	140 E 56th Street	#8L	Manhattan	10022	NY	140 East 56th Street in Midtown East	750	1	1	3			9-Apr-15		0	Shany Landmarks LLC	Gina C Goldenberg and Joseph Shany			
http://streeteasy.com/rental/1506128	Rental Unit	1850	Current	Lower East Side	Manhattan	All Downtown	29 Clinton Street	#2	Manhattan	10002	NY	29 Clinton Street in Lower East Side	345	0	1	2			9-Apr-15		0	Metropolitan Property Group				
http://streeteasy.com/rental/1506125	Rental Unit	7600	Current	East Village	Manhattan	All Downtown	212 E 10TH ST.	#5	Manhattan	10003	NY	212 East 10th Street in East Village	1400	5	2	7			9-Apr-15		0	Metropolitan Property Group				
http://streeteasy.com/rental/1506119	Co-op	4500	Current	Chelsea	Manhattan	All Downtown	236 West 26th Street	#1102	Manhattan	10001	NY	236 West 26th Street in Chelsea	1000	1	1	3.5			9-Apr-15		0	New York Manhattan Real Estate Incorporated	Marcel Lindner			
http://streeteasy.com/rental/1506109	Rental Unit	3500	Current	Midtown	Manhattan	All Midtown	145 West 58th Street	#7L	Manhattan	10019	NY	The Meurice at 145 West 58th Street in Midtown		1	1				9-Apr-15		0	WAM Partners - William Moses Co.	Matthew Goldberg			
http://streeteasy.com/rental/1506098	Rental Unit	5250	Current	Greenwich Village	Manhattan	All Downtown	47 West 12th Street	#1R	Manhattan	10011	NY	47 West 12th Street in Greenwich Village		1	1				9-Apr-15		0	Bold New York	Jordan Steiner and Andrew Detore			
http://streeteasy.com/rental/1506097	Condo	3500	Current	Turtle Bay	Manhattan	All Midtown	212 E 47TH ST.	#18E	Manhattan	10017	NY	212 East 47th Street in Turtle Bay		2	1	0			9-Apr-15		0	Anchor Associates	Asaf Hengari			
http://streeteasy.com/rental/1506077	Rental Unit	4995	Current	Greenwich Village	Manhattan	All Downtown	47 West 12th Street	#4R	Manhattan	10011	NY	47 West 12th Street in Greenwich Village		1	1				9-Apr-15		0	Bold New York	Andrew Detore and Jordan Steiner			
http://streeteasy.com/rental/1506073	Rental Unit	1850	Current	Midtown West	Manhattan	All Midtown	787 9th ave	#4RN	Manhattan	10019	NY	787 Ninth Avenue in Midtown West		1	1				9-Apr-15		0	Apuzzi Realty	Reed Wrisley			
http://streeteasy.com/rental/1506070	Condo	11500	Current	Tribeca	Manhattan	All Downtown	55 White Street	#3C	Manhattan	10013	NY	55 White Street in Tribeca	2000	3	2	5			9-Apr-15		0	Douglas Elliman	Zachary Stackell			
http://streeteasy.com/rental/1506071	Rental Unit	5500	Current	Chelsea	Manhattan	All Downtown	210 West 15th Street	#2	Manhattan	10011	NY	210 West 15th Street in Chelsea	1000	2	1	4			9-Apr-15		0	Douglas Elliman	Shaun Anders and Carl A Ekroth			
http://streeteasy.com/rental/1506069	Co-op	3100	Current	Murray Hill	Manhattan	All Midtown	144 East 36th Street	#9D	Manhattan	10016	NY	144 East 36th Street in Murray Hill	700	1	1	3			9-Apr-15		0	Douglas Elliman	Anthony Miller			
http://streeteasy.com/rental/1506067	Condo	3450	Current	West Village	Manhattan	All Downtown	350 West 14th Street	#4B	Manhattan	10014	NY	Village Pointe Condominium at 350 West 14th Street in West Village	538	1	1	3			9-Apr-15		0	Douglas Elliman	Morgan Evans and Eileen Hsu			
http://streeteasy.com/rental/1506065	Rental Unit	3350	Current	West Village	Manhattan	All Downtown	56 Seventh Avenue	#17K	Manhattan	10011	NY	56 Seventh Avenue in West Village	454	0	1	2			9-Apr-15		0	Douglas Elliman	Arthur Fenton			
http://streeteasy.com/rental/1506064	Condo	4500	Current	Financial District	Manhattan	All Downtown	40 Broad Street	#20D	Manhattan	10004	NY	The Setai Wall Street at 40 Broad Street in Financial District	831	1	1	3.5			9-Apr-15		0	Douglas Elliman	"The Jacky Teplitzky Team, Jacques Cohen, William Martin and Geraldine Dayan"		A4-421G	2022
http://streeteasy.com/rental/1506060	Rental Unit	2300	Current	Murray Hill	Manhattan	All Midtown	220 East 36th Street	#G5	Manhattan	10016	NY	220 East 36th Street in Murray Hill		1	1	3			9-Apr-15		0	Douglas Elliman	Janna Raskopf			
http://streeteasy.com/rental/1506059	Rental Unit	2500	Current	Two Bridges	Manhattan	All Downtown	51 Market Street	#GARDEN	Manhattan	10002	NY	WILLIAM AND ROSAMOND CLARK HOUSE at 51 Market Street in Two Bridges		1	1	3			9-Apr-15		0	Douglas Elliman	Justin Siegel and Debra Kameros			
http://streeteasy.com/rental/1506052	Rental Unit	3795	Current	Financial District	Manhattan	All Downtown	90 West Street	#20K	Manhattan	10006	NY	West Street Building at 90 West Street in Financial District		1	1	3			9-Apr-15		0	Triumph Property Group	90 West Street Leasing Office			
http://streeteasy.com/rental/1506051	Rental Unit	5995	Current	West Chelsea	Manhattan	All Downtown	312 Eleventh Avenue	#22L	Manhattan	10001	NY	Ohm at 312 Eleventh Avenue in West Chelsea		2	2	4			9-Apr-15		0	Nancy Packes Inc.	Ohm Leasing Center			
http://streeteasy.com/rental/1506048	Rental Unit	4800	Current	Midtown West	Manhattan	All Midtown	420 West 42nd Street	#8B	Manhattan	10036	NY	420 West 42nd Street in Midtown West	1114	2	2	4			9-Apr-15		0	Brodsky	420 West 42nd Leasing Office			
http://streeteasy.com/rental/1506047	Rental Unit	3650	Current	West Chelsea	Manhattan	All Downtown	312 Eleventh Avenue	#18N	Manhattan	10001	NY	Ohm at 312 Eleventh Avenue in West Chelsea		1	1	3			9-Apr-15		0	Nancy Packes Inc.	Ohm Leasing Center			
http://streeteasy.com/rental/1506045	Rental Unit	1400	Current	East Village	Manhattan	All Downtown	57 East 7th Street	#SR	Manhattan	10003	NY	57 East 7th Street in East Village	300	0	1	2			9-Apr-15		0	DSA Realty	The Carter-Mecum Team (Christine Carter)			
http://streeteasy.com/rental/1506044	Rental Unit	3190	Current	East Village	Manhattan	All Downtown	157 East 3rd Street	#46	Manhattan	10009	NY	157 East 3rd Street in East Village		2	1	4			9-Apr-15		0	DSA Realty	The Carter-Mecum Team (Christine Carter)			
http://streeteasy.com/rental/1506042	Rental Unit	2625	Current	Little Italy	Manhattan	All Downtown	106 Mulberry Street	#03	Manhattan	10013	NY	106 Mulberry Street in Little Italy		2	1	4			9-Apr-15		0	JM Preston	Elizabeth Hessler			
http://streeteasy.com/rental/1506043	Rental Unit	3150	Current	Greenwich Village	Manhattan	All Downtown	61 West 10th Street	#05B	Manhattan	10011	NY	61 West 10th Street in Greenwich Village		1	1	3			9-Apr-15		0	JM Preston	Elizabeth Hessler			
http://streeteasy.com/rental/1506041	Rental Unit	3295	Current	West Village	Manhattan	All Downtown	135 Charles Street	#THBB	Manhattan	10014	NY	133 Charles Street in West Village	750	1	1	3.5			9-Apr-15		0	JM Preston	Eli Gindi			
http://streeteasy.com/rental/1506040	Rental Unit	2850	Current	East Village	Manhattan	All Downtown	122 East 13th Street	#2C	Manhattan	10003	NY	122 East 13th Street in East Village		1	1	3			9-Apr-15		0	JM Preston	Nataliia Burtnyk			
http://streeteasy.com/rental/1506023	Rental Unit	3450	Current	Midtown	Manhattan	All Midtown	65 East 54th Street	#3R	Manhattan	10022	NY	65 East 54th Street in Midtown	850	1	1	0			9-Apr-15		0	HOME RESIDENTIAL LLC	Roman Dvoracek			
http://streeteasy.com/rental/1506020	Rental Unit	4750	Current	West Village	Manhattan	All Downtown	531 Hudson Street	#3	Manhattan	10014	NY	531 Hudson Street in West Village	750	2	1	0			9-Apr-15		0	Galleria	Harlan Simon			
http://streeteasy.com/rental/1506021	Rental Unit	3100	Current	East Village	Manhattan	All Downtown	402 1/2 East 12th Street	#3	Manhattan	10009	NY		600	1	1	4			9-Apr-15		0	Galleria	Harlan Simon			
http://streeteasy.com/rental/1506022	Rental Unit	4200	Current	East Village	Manhattan	All Downtown	402 1/2 East 12th Street	#3A	Manhattan	10009	NY		800	2	1	4			9-Apr-15		0	Galleria	Harlan Simon			
http://streeteasy.com/rental/1506018	Rental Unit	2450	Current	West Village	Manhattan	All Downtown	125 Christopher Street	#4A	Manhattan	10014	NY	125 Christopher Street in West Village		0	1	2			9-Apr-15		0	AJ Clarke	Peter Rohani			
http://streeteasy.com/rental/1506016	Condo	2550	Current	Financial District	Manhattan	All Downtown	20 West Street	#28C	Manhattan	10004	NY	Downtown Athletic Club at 20 West Street in Financial District		0	1	2			9-Apr-15		0	New York Residence	F. Alexis Gandelman		A4-421G	2018
http://streeteasy.com/rental/1505988	Condo	6800	Current	Midtown East	Manhattan	All Midtown	325 Lexington Ave	#29B	Manhattan	10016	NY	325 Lexington Avenue in Midtown East	1014	2	2	4			8-Apr-15		0	Owner	Owner			
http://streeteasy.com/rental/1505986	Rental Unit	3390	Current	Greenwich Village	Manhattan	All Downtown	126 MacDougal St	#4B	Manhattan	10012	NY	126 Mac Dougal Street in Greenwich Village		2	1	3			8-Apr-15		0	Majesty Management	David			
http://streeteasy.com/rental/1505982	Rental Unit	2650	Current	East Village	Manhattan	All Downtown	31 SAINT MARKS PL	#16A	Manhattan	10003	NY	31 Saint Mark's Place in East Village		1	1	3			8-Apr-15		1	Metropolitan Property Group	Zachi Isaac Koren			
http://streeteasy.com/rental/1505969	Rental Unit	3875	Current	Turtle Bay	Manhattan	All Midtown	235 East 46TH Street	#5K	Manhattan	10017	NY	235 East 46th Street in Turtle Bay		2	1	0			8-Apr-15		1	Manhattan Connection	Shanddel Espinal			
http://streeteasy.com/rental/1505968	Rental Unit	2695	Current	Chelsea	Manhattan	All Downtown	151 West 16TH Street	#3D	Manhattan	10011	NY	151 West 16th Street in Chelsea		0	1	2			8-Apr-15		1	Manhattan Connection	Angel Trujillo			
http://streeteasy.com/rental/1505960	Condo	5300	Current	Midtown	Manhattan	All Midtown	135 West 42nd street 	#10	Manhattan	10036	NY	135 West 42nd Street in Midtown		3	2	6			8-Apr-15		1	Manhattan Dwelling Corp	Manhattan Dwelling			
http://streeteasy.com/rental/1505957	Rental Unit	2300	Current	Gramercy Park	Manhattan	All Downtown	141 East 17th Street	#42	Manhattan	10003	NY	141 East 17th Street in Gramercy Park		1	1	3			8-Apr-15		1	JAD Realty Group	Jeffrey Ditri			
http://streeteasy.com/rental/1505953	Rental Unit	2850	Current	West Chelsea	Manhattan	All Downtown	463 W 19th St	#10	Manhattan	10011	NY	146 Tenth Avenue in West Chelsea		1	1				8-Apr-15		1	Compass	Cindy Scholz and Christopher Ritchey			
http://streeteasy.com/rental/1505952	Rental Unit	4800	Current	Financial District	Manhattan	All Downtown	40 BROAD ST	#PH2A	Manhattan	10004	NY	The Setai Wall Street at 40 Broad Street in Financial District	921	1	1	3.5			8-Apr-15		1	Corcoran	"Tara King-Brown, Kate Wallace and Sergio Episcopo"		A4-421A	2020
http://streeteasy.com/rental/1505947	Rental Unit	3500	Current	Fulton/Seaport	Manhattan	All Downtown	99 John Street	#714	Manhattan	10038	NY	99 John Deco Lofts at 99 John Street in Fulton/Seaport	791	1	1	3			8-Apr-15		1	Corcoran	Antony Bitar		A4-421G	2013
http://streeteasy.com/rental/1505943	Rental Unit	2550	Current	Soho	Manhattan	All Downtown	20 Thompson St	#2B	Manhattan	10013	NY	35 Grand Street in Soho	400	0	1				8-Apr-15		1	Highline Residential	Christopher Duran			
http://streeteasy.com/rental/1505941	Rental Unit	2200	Current	East Village	Manhattan	All Downtown	434 E 11th St	#GFW	Manhattan	10009	NY	434 East 11th Street in East Village		1	1	3			8-Apr-15		1	Hecht Group	Vincent Todaro			
http://streeteasy.com/rental/1505937	Rental Unit	1600	Current	Midtown West	Manhattan	All Midtown	321 W 30	#1BB	Manhattan	10001	NY	321 West 30th Street in Midtown West		0	1	0			8-Apr-15		1	Best Apartments	Renee Klee			
http://streeteasy.com/rental/1505938	Rental Unit	3999	Current	Gramercy Park	Manhattan	All Downtown	324 E 19TH ST.	#5TY	Manhattan	10003	NY	326 East 19th Street in Gramercy Park		3	1	4			8-Apr-15		1	Best Apartments	Alex Andrejko			
http://streeteasy.com/rental/1505936	Rental Unit	3250	Current	Midtown West	Manhattan	All Midtown	402 W 54 ST.	#RF1R	Manhattan	10019	NY	402 West 54th Street in Midtown West		1	1	0			8-Apr-15		1	Caliber Associates	Rebecca Feldman			
http://streeteasy.com/rental/1505934	Condo	3300	Current	Battery Park City	Manhattan	All Downtown	70 Little West Street	#3F	Manhattan	10280	NY	The Visionaire at 70 Little West Street in Battery Park City	605	0	1	3			8-Apr-15		1	L.G. Fairmont Group	Derek Lee and Kristin McGrath			
http://streeteasy.com/rental/1505931	Rental Unit	4695	Current	Kips Bay	Manhattan	All Midtown	230 East 30th Street	#3J	Manhattan	10016	NY	230 East 30th Street in Kips Bay		3	1				8-Apr-15		1	Abington	Abington Leasing			
http://streeteasy.com/rental/1505928	Rental Unit	3975	Current	Kips Bay	Manhattan	All Midtown	222 East 34th St 	#04109	Manhattan	10016	NY	The Anthem at 222 East 34th Street in Kips Bay		1	1	3			8-Apr-15		1	The Anthem NYC	Leasing Office			
http://streeteasy.com/rental/1505927	Rental Unit	5700	Current	Kips Bay	Manhattan	All Midtown	222 East 34th St 	#04209	Manhattan	10016	NY	The Anthem at 222 East 34th Street in Kips Bay		2	2	5			8-Apr-15		1	The Anthem NYC	Leasing Office			
http://streeteasy.com/rental/1505926	Rental Unit	5450	Current	Kips Bay	Manhattan	All Midtown	222 East 34th St 	#04208	Manhattan	10016	NY	The Anthem at 222 East 34th Street in Kips Bay		2	2	5			8-Apr-15		1	The Anthem NYC	Leasing Office			
http://streeteasy.com/rental/1505925	Rental Unit	4175	Current	Kips Bay	Manhattan	All Midtown	222 East 34th St 	#04110	Manhattan	10016	NY	The Anthem at 222 East 34th Street in Kips Bay		1	1	3			8-Apr-15		1	The Anthem NYC	Leasing Office			
http://streeteasy.com/rental/1505924	Rental Unit	3700	Current	Kips Bay	Manhattan	All Midtown	222 East 34th St 	#04108	Manhattan	10016	NY	The Anthem at 222 East 34th Street in Kips Bay		1	1	3			8-Apr-15		1	The Anthem NYC	Leasing Office			
http://streeteasy.com/rental/1505923	Rental Unit	3275	Current	Kips Bay	Manhattan	All Midtown	222 East 34th St 	#04010	Manhattan	10016	NY	The Anthem at 222 East 34th Street in Kips Bay		0	1	2			8-Apr-15		1	The Anthem NYC	Leasing Office			
http://streeteasy.com/rental/1505922	Rental Unit	3050	Current	Kips Bay	Manhattan	All Midtown	222 East 34th St 	#04009	Manhattan	10016	NY	The Anthem at 222 East 34th Street in Kips Bay		0	1	2			8-Apr-15		1	The Anthem NYC	Leasing Office			
http://streeteasy.com/rental/1505921	Rental Unit	2925	Current	Kips Bay	Manhattan	All Midtown	222 East 34th St 	#04008	Manhattan	10016	NY	The Anthem at 222 East 34th Street in Kips Bay		0	1	2			8-Apr-15		1	The Anthem NYC	Leasing Office			
http://streeteasy.com/rental/1505920	Rental Unit	1895	Current	Midtown	Manhattan	All Midtown	45 West 55th Street	#45	Manhattan	10019	NY	45 West 55th Street in Midtown		0	1	2			8-Apr-15		1	Sierra Residential	Adam Frisch and Nicholas Lee			
http://streeteasy.com/rental/1505919	Rental Unit	2575	Current	East Village	Manhattan	All Downtown	82 east 3rd st	#3C	Manhattan	10003	NY	82 East 3rd Street in East Village		1	1	2			8-Apr-15		1	TJ Montana Enterprises	Ray B.			
http://streeteasy.com/rental/1505918	Townhouse	4700	Current	East Village	Manhattan	All Downtown	80 east 2nd street	#2	Manhattan	10003	NY	80 East 2nd Street in East Village		2	2	3			8-Apr-15		1	Match Realty	Carol Kendzierski			
http://streeteasy.com/rental/1505915	Rental Unit	2795	Current	Chelsea	Manhattan	All Downtown	236 West 15th Street	#26	Manhattan	10011	NY	236 West 15th Street in Chelsea		1	1	3			8-Apr-15		1	Offsite Leasing	Ryan			
http://streeteasy.com/rental/1505914	Co-op	2800	Current	Greenwich Village	Manhattan	All Downtown	160 Bleecker St	#3EW	Manhattan	10012	New York	Atrium at 160 Bleecker Street in Greenwich Village		0	1				8-Apr-15		1	Knickerbocker Village New York	Ryan Bosveld			
http://streeteasy.com/rental/1505912	Rental Unit	2100	Current	East Village	Manhattan	All Downtown	437 E 12th St	#38	Manhattan	10009	NY	437 East 12th Street in East Village		1	1	3			8-Apr-15		1	City Connections Realty	Kathy Dourigan			
http://streeteasy.com/rental/1505913	Rental Unit	2800	Current	Murray Hill	Manhattan	All Midtown	137 E 38th St	#6B	Manhattan	10016	NY	137 East 38th Street in Murray Hill		0.5	1	2.5			8-Apr-15		1	City Connections Realty	John McClelland			
http://streeteasy.com/rental/1505910	Rental Unit	2695	Current	Gramercy Park	Manhattan	All Downtown	133 E 17th St	#2D	Manhattan	10003	NY	133 East 17th Street in Gramercy Park		1	1	3			8-Apr-15		1	City Connections Realty	Gabriella Oros and Lidiya Oros			
http://streeteasy.com/rental/1505911	Rental Unit	2695	Current	Kips Bay	Manhattan	All Midtown	217 E 25th St	#5D	Manhattan	10010	NY	217 East 25th Street in Kips Bay		1	1	3			8-Apr-15		1	City Connections Realty	Gabriella Oros and Lidiya Oros			
